# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_sequence_feature	variants_effect_splice_acceptor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_structural_interaction_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
NPLOC4	ENSG00000182446	ENST00000574344	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NPLOC4	ENSG00000182446	ENST00000574897	nonsense_mediated_decay	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NPLOC4	ENSG00000182446	ENST00000574964	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NPLOC4	ENSG00000182446	ENST00000576713	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NPM1P21	ENSG00000248578	ENST00000513394	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NPM1P41	ENSG00000248543	ENST00000512920	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NPM1P8	ENSG00000236285	ENST00000458237	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NPRL3	ENSG00000103148	ENST00000399951	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NPRL3	ENSG00000103148	ENST00000399953	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NPRL3	ENSG00000103148	ENST00000399957	nonsense_mediated_decay	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NPRL3	ENSG00000103148	ENST00000405960	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NPRL3	ENSG00000103148	ENST00000428323	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NPRL3	ENSG00000103148	ENST00000445810	nonsense_mediated_decay	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NPRL3	ENSG00000103148	ENST00000463178	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NPSR1	ENSG00000187258	ENST00000359791	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
NPSR1	ENSG00000187258	ENST00000360581	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
NPSR1	ENSG00000187258	ENST00000381539	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
NPSR1	ENSG00000187258	ENST00000381542	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
NPSR1	ENSG00000187258	ENST00000381544	nonsense_mediated_decay	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
NPSR1	ENSG00000187258	ENST00000381553	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
NPSR1	ENSG00000187258	ENST00000396095	nonsense_mediated_decay	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
NPSR1	ENSG00000187258	ENST00000465305	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
NPSR1	ENSG00000187258	ENST00000531252	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
NPSR1-AS1	ENSG00000197085	ENST00000358772	processed_transcript	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NPSR1-AS1	ENSG00000197085	ENST00000419766	processed_transcript	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NPSR1-AS1	ENSG00000197085	ENST00000431669	processed_transcript	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
NPSR1-AS1	ENSG00000197085	ENST00000436945	processed_transcript	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NPSR1-AS1	ENSG00000197085	ENST00000439852	processed_transcript	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NPSR1-AS1	ENSG00000197085	ENST00000442669	processed_transcript	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NPSR1-AS1	ENSG00000197085	ENST00000535640	processed_transcript	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
NPSR1-AS1	ENSG00000197085	ENST00000537560	processed_transcript	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NPSR1-AS1	ENSG00000197085	ENST00000539747	processed_transcript	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
NPSR1-AS1	ENSG00000197085	ENST00000544556	processed_transcript	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NR1I2	ENSG00000144852	ENST00000337940	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NR1I2	ENSG00000144852	ENST00000393716	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NR1I2	ENSG00000144852	ENST00000466380	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NR1I2	ENSG00000144852	ENST00000474090	retained_intron	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NR2C2	ENSG00000177463	ENST00000323373	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NR2C2	ENSG00000177463	ENST00000393102	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NR2C2	ENSG00000177463	ENST00000406272	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NR2C2	ENSG00000177463	ENST00000413118	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NR2C2	ENSG00000177463	ENST00000425241	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NR2C2	ENSG00000177463	ENST00000435454	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NR2C2	ENSG00000177463	ENST00000437120	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NR2C2	ENSG00000177463	ENST00000475707	retained_intron	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NR2E3	ENSG00000031544	ENST00000326995	processed_transcript	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NR2E3	ENSG00000031544	ENST00000561604	processed_transcript	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NR2F6	ENSG00000160113	ENST00000291442	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NR3C2	ENSG00000151623	ENST00000342437	nonsense_mediated_decay	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NR3C2	ENSG00000151623	ENST00000344721	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NR3C2	ENSG00000151623	ENST00000355292	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NR3C2	ENSG00000151623	ENST00000358102	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NR3C2	ENSG00000151623	ENST00000511528	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NR3C2	ENSG00000151623	ENST00000512865	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NR6A1	ENSG00000148200	ENST00000344523	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NR6A1	ENSG00000148200	ENST00000373584	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NR6A1	ENSG00000148200	ENST00000416460	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NR6A1	ENSG00000148200	ENST00000487099	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRBP1	ENSG00000115216	ENST00000233557	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NRBP1	ENSG00000115216	ENST00000379852	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NRBP1	ENSG00000115216	ENST00000379863	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NRBP1	ENSG00000115216	ENST00000460499	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NRBP1	ENSG00000115216	ENST00000486701	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NREP	ENSG00000134986	ENST00000450761	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NREP-AS1	ENSG00000250095	ENST00000503242	antisense	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NREP-AS1	ENSG00000250095	ENST00000507222	antisense	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NRF1	ENSG00000106459	ENST00000223190	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRF1	ENSG00000106459	ENST00000311967	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRF1	ENSG00000106459	ENST00000353868	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRF1	ENSG00000106459	ENST00000393230	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRF1	ENSG00000106459	ENST00000393231	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRF1	ENSG00000106459	ENST00000393232	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRF1	ENSG00000106459	ENST00000454688	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRF1	ENSG00000106459	ENST00000539636	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000287842	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000287845	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000338921	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000341377	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000356819	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000405005	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000518104	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000518206	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000519301	protein_coding	0	1	0	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000520407	protein_coding	0	1	0	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000521670	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000522569	retained_intron	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000523079	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000523534	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NRG3	ENSG00000185737	ENST00000372141	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NRG3	ENSG00000185737	ENST00000372142	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NRG3	ENSG00000185737	ENST00000404547	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NRG3	ENSG00000185737	ENST00000404576	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NRG3	ENSG00000185737	ENST00000537893	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRG3	ENSG00000185737	ENST00000545131	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRG3	ENSG00000185737	ENST00000555784	nonsense_mediated_decay	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NRG3	ENSG00000185737	ENST00000556918	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NRG3	ENSG00000185737	ENST00000602794	nonsense_mediated_decay	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NRP2	ENSG00000118257	ENST00000272849	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRP2	ENSG00000118257	ENST00000355117	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRP2	ENSG00000118257	ENST00000357118	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRP2	ENSG00000118257	ENST00000357785	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRP2	ENSG00000118257	ENST00000360409	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRP2	ENSG00000118257	ENST00000412873	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRP2	ENSG00000118257	ENST00000417189	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRP2	ENSG00000118257	ENST00000477199	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NRP2	ENSG00000118257	ENST00000540178	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRP2	ENSG00000118257	ENST00000540841	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRSN2	ENSG00000125841	ENST00000382291	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NRSN2	ENSG00000125841	ENST00000608467	processed_transcript	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRSN2	ENSG00000125841	ENST00000608736	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRSN2	ENSG00000125841	ENST00000608875	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NRXN1	ENSG00000179915	ENST00000331040	processed_transcript	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRXN1	ENSG00000179915	ENST00000401669	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NRXN1	ENSG00000179915	ENST00000402717	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NRXN1	ENSG00000179915	ENST00000404971	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NRXN1	ENSG00000179915	ENST00000405472	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NRXN1	ENSG00000179915	ENST00000406316	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NRXN1	ENSG00000179915	ENST00000406859	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NRXN1	ENSG00000179915	ENST00000495871	processed_transcript	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRXN2	ENSG00000110076	ENST00000265459	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NRXN2	ENSG00000110076	ENST00000301894	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRXN2	ENSG00000110076	ENST00000377551	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NRXN2	ENSG00000110076	ENST00000377559	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NRXN2	ENSG00000110076	ENST00000409571	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NRXN2	ENSG00000110076	ENST00000417749	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NRXN2	ENSG00000110076	ENST00000423049	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRXN2	ENSG00000110076	ENST00000437746	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NRXN2	ENSG00000110076	ENST00000442300	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NRXN2	ENSG00000110076	ENST00000466324	retained_intron	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NRXN2	ENSG00000110076	ENST00000467055	processed_transcript	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRXN2	ENSG00000110076	ENST00000487484	processed_transcript	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRXN3	ENSG00000021645	ENST00000281127	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRXN3	ENSG00000021645	ENST00000335750	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRXN3	ENSG00000021645	ENST00000428277	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRXN3	ENSG00000021645	ENST00000553363	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRXN3	ENSG00000021645	ENST00000553631	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRXN3	ENSG00000021645	ENST00000554719	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NRXN3	ENSG00000021645	ENST00000554738	nonsense_mediated_decay	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NRXN3	ENSG00000021645	ENST00000555387	nonsense_mediated_decay	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRXN3	ENSG00000021645	ENST00000556003	processed_transcript	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRXN3	ENSG00000021645	ENST00000556088	retained_intron	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NRXN3	ENSG00000021645	ENST00000557594	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NSD1	ENSG00000165671	ENST00000347982	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NSD1	ENSG00000165671	ENST00000354179	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NSD1	ENSG00000165671	ENST00000361032	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NSD1	ENSG00000165671	ENST00000439151	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NSD1	ENSG00000165671	ENST00000503056	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NSD1	ENSG00000165671	ENST00000515735	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NSDHL	ENSG00000147383	ENST00000370274	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NSDHL	ENSG00000147383	ENST00000432467	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NSDHL	ENSG00000147383	ENST00000440023	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NSF	ENSG00000073969	ENST00000225282	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NSF	ENSG00000073969	ENST00000398238	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NSF	ENSG00000073969	ENST00000465370	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NSF	ENSG00000073969	ENST00000575068	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NSF	ENSG00000073969	ENST00000576346	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NSFL1C	ENSG00000088833	ENST00000553571	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NSG2	ENSG00000170091	ENST00000303177	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NSG2	ENSG00000170091	ENST00000517587	nonsense_mediated_decay	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NSG2	ENSG00000170091	ENST00000519717	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NSG2	ENSG00000170091	ENST00000519867	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NSG2	ENSG00000170091	ENST00000521278	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NSG2	ENSG00000170091	ENST00000521585	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NSG2	ENSG00000170091	ENST00000521959	processed_transcript	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NT5CP1	ENSG00000258524	ENST00000554092	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NT5DC3	ENSG00000111696	ENST00000392876	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NTF3	ENSG00000185652	ENST00000423158	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NTF3	ENSG00000185652	ENST00000535299	processed_transcript	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NTF3	ENSG00000185652	ENST00000543548	processed_transcript	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NTF6G	ENSG00000267099	ENST00000591094	unprocessed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NTM	ENSG00000182667	ENST00000374784	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NTM	ENSG00000182667	ENST00000374786	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NTM	ENSG00000182667	ENST00000374791	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NTM	ENSG00000182667	ENST00000425719	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NTM	ENSG00000182667	ENST00000427481	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NTM	ENSG00000182667	ENST00000436745	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NTM	ENSG00000182667	ENST00000479431	retained_intron	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NTM	ENSG00000182667	ENST00000498764	processed_transcript	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NTM	ENSG00000182667	ENST00000539799	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NTM	ENSG00000182667	ENST00000550167	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NTNG2	ENSG00000196358	ENST00000360670	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NTNG2	ENSG00000196358	ENST00000372179	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NTNG2	ENSG00000196358	ENST00000393228	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NTNG2	ENSG00000196358	ENST00000393229	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NTNG2	ENSG00000196358	ENST00000483055	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NTNG2	ENSG00000196358	ENST00000490694	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NTRK1	ENSG00000198400	ENST00000358660	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NTRK1	ENSG00000198400	ENST00000368196	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NTRK1	ENSG00000198400	ENST00000392302	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NTRK1	ENSG00000198400	ENST00000489021	processed_transcript	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NTRK1	ENSG00000198400	ENST00000497019	nonsense_mediated_decay	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NTRK1	ENSG00000198400	ENST00000524377	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NTRK1	ENSG00000198400	ENST00000530298	retained_intron	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NTRK1	ENSG00000198400	ENST00000533630	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NTRK3	ENSG00000140538	ENST00000317501	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NTRK3	ENSG00000140538	ENST00000355254	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NTRK3	ENSG00000140538	ENST00000357724	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NTRK3	ENSG00000140538	ENST00000360948	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NTRK3	ENSG00000140538	ENST00000394480	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NTRK3	ENSG00000140538	ENST00000537300	processed_transcript	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NTRK3	ENSG00000140538	ENST00000540489	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NTRK3	ENSG00000140538	ENST00000542733	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NTRK3	ENSG00000140538	ENST00000557856	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NTRK3	ENSG00000140538	ENST00000557897	processed_transcript	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NTRK3	ENSG00000140538	ENST00000558306	processed_transcript	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NTRK3	ENSG00000140538	ENST00000558676	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NTRK3	ENSG00000140538	ENST00000560017	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NUCKS1	ENSG00000069275	ENST00000367142	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NUDT19	ENSG00000213965	ENST00000397061	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
