# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_sequence_feature	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_upstream_gene_variant
MS4A3	ENSG00000149516	ENST00000528298	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
MS4A3	ENSG00000149516	ENST00000534744	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
MSH6	ENSG00000116062	ENST00000234420	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
MSH6	ENSG00000116062	ENST00000445503	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
MSH6	ENSG00000116062	ENST00000538136	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
MSH6	ENSG00000116062	ENST00000540021	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
MSR1	ENSG00000038945	ENST00000350896	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
MSRA	ENSG00000175806	ENST00000317173	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
MSRA	ENSG00000175806	ENST00000382490	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
MSRA	ENSG00000175806	ENST00000441698	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
MSRA	ENSG00000175806	ENST00000517594	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
MSRA	ENSG00000175806	ENST00000528246	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
MSRB1	ENSG00000198736	ENST00000361871	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
MST1R	ENSG00000164078	ENST00000296474	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
MST1R	ENSG00000164078	ENST00000344206	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
MST1R	ENSG00000164078	ENST00000411578	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
MST1R	ENSG00000164078	ENST00000434765	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
MST1R	ENSG00000164078	ENST00000440292	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
MST1R	ENSG00000164078	ENST00000467110	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
MST1R	ENSG00000164078	ENST00000468525	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
MST1R	ENSG00000164078	ENST00000485044	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
MST1R	ENSG00000164078	ENST00000490053	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
MST1R	ENSG00000164078	ENST00000493535	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
MST1R	ENSG00000164078	ENST00000497001	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
MTCYBP3	ENSG00000232373	ENST00000445588	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
MTND5P15	ENSG00000231888	ENST00000434246	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
MTND5P2	ENSG00000229622	ENST00000442927	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
MTND6P18	ENSG00000227714	ENST00000439477	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
MYADM	ENSG00000179820	ENST00000336967	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
MYADM	ENSG00000179820	ENST00000391769	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
MYADM	ENSG00000179820	ENST00000391770	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
MYADM	ENSG00000179820	ENST00000391771	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
MYLK	ENSG00000065534	ENST00000346322	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
MYLK	ENSG00000065534	ENST00000354792	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
MYLK	ENSG00000065534	ENST00000359169	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
MYLK	ENSG00000065534	ENST00000360304	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
MYLK	ENSG00000065534	ENST00000360772	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
MYLK	ENSG00000065534	ENST00000464489	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
MYLK	ENSG00000065534	ENST00000475616	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
MYLK	ENSG00000065534	ENST00000508240	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
MYLK	ENSG00000065534	ENST00000510775	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
MYLK	ENSG00000065534	ENST00000511058	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
MYO3B	ENSG00000071909	ENST00000317935	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
MYO3B	ENSG00000071909	ENST00000334231	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
MYO3B	ENSG00000071909	ENST00000408978	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
MYO3B	ENSG00000071909	ENST00000409044	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
MYO3B	ENSG00000071909	ENST00000438642	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
MYO3B	ENSG00000071909	ENST00000602629	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
MYO6	ENSG00000196586	ENST00000369977	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
MYO6	ENSG00000196586	ENST00000369981	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
MYO6	ENSG00000196586	ENST00000369985	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
MYRFL	ENSG00000166268	ENST00000547771	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
MYRFL	ENSG00000166268	ENST00000552032	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NAE1	ENSG00000159593	ENST00000290810	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
NAE1	ENSG00000159593	ENST00000359087	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
NAE1	ENSG00000159593	ENST00000379463	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
NAE1	ENSG00000159593	ENST00000394074	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
NAE1	ENSG00000159593	ENST00000562428	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
NAE1	ENSG00000159593	ENST00000563221	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
NAE1	ENSG00000159593	ENST00000566663	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
NAE1	ENSG00000159593	ENST00000568672	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
NAT8	ENSG00000144035	ENST00000272425	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
NBAS	ENSG00000151779	ENST00000281513	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
NBAS	ENSG00000151779	ENST00000441750	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
NBAS	ENSG00000151779	ENST00000441755	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
NBAS	ENSG00000151779	ENST00000442506	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
NBEA	ENSG00000172915	ENST00000310336	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NBEA	ENSG00000172915	ENST00000379939	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NBEA	ENSG00000172915	ENST00000400445	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NBEA	ENSG00000172915	ENST00000540320	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NBL1	ENSG00000158747	ENST00000428975	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
NBPF10	ENSG00000163386	ENST00000342960	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NBPF10	ENSG00000163386	ENST00000369338	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NBPF10	ENSG00000163386	ENST00000369339	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NBPF10	ENSG00000163386	ENST00000448873	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NBPF10	ENSG00000163386	ENST00000464433	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NBPF10	ENSG00000163386	ENST00000490598	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NBPF10	ENSG00000163386	ENST00000605176	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NCK2	ENSG00000071051	ENST00000233154	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NCK2	ENSG00000071051	ENST00000393348	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NCK2	ENSG00000071051	ENST00000451463	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NDUFA13	ENSG00000186010	ENST00000252576	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
NDUFA13	ENSG00000186010	ENST00000428459	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
NDUFA13	ENSG00000186010	ENST00000502506	nonsense_mediated_decay	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
NDUFA13	ENSG00000186010	ENST00000503283	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
NDUFA13	ENSG00000186010	ENST00000507754	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
NDUFA13	ENSG00000186010	ENST00000511180	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
NDUFA13	ENSG00000186010	ENST00000511584	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
NDUFA13	ENSG00000186010	ENST00000512771	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NDUFA13	ENSG00000186010	ENST00000606722	nonsense_mediated_decay	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
NDUFAF6	ENSG00000156170	ENST00000523184	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NDUFS4	ENSG00000164258	ENST00000296684	protein_coding	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0
NDUFS4	ENSG00000164258	ENST00000502423	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NDUFS4	ENSG00000164258	ENST00000506765	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NDUFS4	ENSG00000164258	ENST00000506974	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NDUFS4	ENSG00000164258	ENST00000507026	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NEGR1	ENSG00000172260	ENST00000306821	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NEGR1	ENSG00000172260	ENST00000357731	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NEGR1	ENSG00000172260	ENST00000434200	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NEGR1	ENSG00000172260	ENST00000467479	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NEK6	ENSG00000119408	ENST00000320246	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
NEK6	ENSG00000119408	ENST00000373600	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
NEK6	ENSG00000119408	ENST00000373603	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
NEK6	ENSG00000119408	ENST00000444973	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
NEK6	ENSG00000119408	ENST00000454453	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
NEK6	ENSG00000119408	ENST00000540326	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
NEK6	ENSG00000119408	ENST00000545174	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
NEK7	ENSG00000151414	ENST00000367383	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NEK7	ENSG00000151414	ENST00000367385	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NEK7	ENSG00000151414	ENST00000391974	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NEK7	ENSG00000151414	ENST00000417895	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NEK7	ENSG00000151414	ENST00000442588	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NEK7	ENSG00000151414	ENST00000538004	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NEK7	ENSG00000151414	ENST00000544035	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NHSL2	ENSG00000204131	ENST00000540800	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NIPA1	ENSG00000170113	ENST00000337435	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NIPA1	ENSG00000170113	ENST00000437912	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NIPA1	ENSG00000170113	ENST00000538684	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NIPA1	ENSG00000170113	ENST00000557930	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NIPA1	ENSG00000170113	ENST00000559448	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NIPA1	ENSG00000170113	ENST00000560069	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NIPA1	ENSG00000170113	ENST00000560105	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NIPA1	ENSG00000170113	ENST00000561183	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NIPBL	ENSG00000164190	ENST00000282516	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
NIPBL	ENSG00000164190	ENST00000448238	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
NIPBL	ENSG00000164190	ENST00000513819	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
NIPBL	ENSG00000164190	ENST00000514335	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
NKPD1	ENSG00000179846	ENST00000317951	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NKPD1	ENSG00000179846	ENST00000429338	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
NKPD1	ENSG00000179846	ENST00000438936	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NKPD1	ENSG00000179846	ENST00000589776	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
NKRF	ENSG00000186416	ENST00000304449	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NKRF	ENSG00000186416	ENST00000542113	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NLE1	ENSG00000073536	ENST00000360831	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
NLE1	ENSG00000073536	ENST00000442241	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
NLE1	ENSG00000073536	ENST00000586869	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
NLE1	ENSG00000073536	ENST00000588642	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
NLE1	ENSG00000073536	ENST00000589367	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
NLE1	ENSG00000073536	ENST00000593176	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
NLGN4Y	ENSG00000165246	ENST00000339174	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NLGN4Y	ENSG00000165246	ENST00000355905	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NLGN4Y	ENSG00000165246	ENST00000382868	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NLGN4Y	ENSG00000165246	ENST00000382872	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NLGN4Y	ENSG00000165246	ENST00000471252	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NLGN4Y	ENSG00000165246	ENST00000476359	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NLGN4Y	ENSG00000165246	ENST00000481089	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NLRP11	ENSG00000179873	ENST00000360133	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NLRP11	ENSG00000179873	ENST00000443188	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NLRP11	ENSG00000179873	ENST00000589093	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NLRP11	ENSG00000179873	ENST00000589824	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NLRP11	ENSG00000179873	ENST00000590409	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NLRP11	ENSG00000179873	ENST00000592953	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NLRP11	ENSG00000179873	ENST00000593208	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
NLRP11	ENSG00000179873	ENST00000593244	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NLRP7	ENSG00000167634	ENST00000328092	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NLRP7	ENSG00000167634	ENST00000340844	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NLRP7	ENSG00000167634	ENST00000446217	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NLRP7	ENSG00000167634	ENST00000448121	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NLRP7	ENSG00000167634	ENST00000586379	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NLRP7	ENSG00000167634	ENST00000588756	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NLRP7	ENSG00000167634	ENST00000590030	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NLRP7	ENSG00000167634	ENST00000592784	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NLRX1	ENSG00000160703	ENST00000292199	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
NLRX1	ENSG00000160703	ENST00000409109	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
NLRX1	ENSG00000160703	ENST00000409265	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
NLRX1	ENSG00000160703	ENST00000409991	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
NLRX1	ENSG00000160703	ENST00000481860	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
NLRX1	ENSG00000160703	ENST00000525863	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
NME9	ENSG00000181322	ENST00000317876	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NME9	ENSG00000181322	ENST00000333911	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NME9	ENSG00000181322	ENST00000341790	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NME9	ENSG00000181322	ENST00000383180	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NME9	ENSG00000181322	ENST00000474690	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NME9	ENSG00000181322	ENST00000475751	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NME9	ENSG00000181322	ENST00000478220	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NME9	ENSG00000181322	ENST00000484930	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NME9	ENSG00000181322	ENST00000492993	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NME9	ENSG00000181322	ENST00000536478	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NNT	ENSG00000112992	ENST00000264663	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NNT	ENSG00000112992	ENST00000344920	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NNT	ENSG00000112992	ENST00000503651	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
NNT	ENSG00000112992	ENST00000506893	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
NNT	ENSG00000112992	ENST00000512996	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NOL12	ENSG00000100101	ENST00000455236	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NOX4	ENSG00000086991	ENST00000542487	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NPAS2	ENSG00000170485	ENST00000335681	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
NPAS2	ENSG00000170485	ENST00000427413	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
NPAS2	ENSG00000170485	ENST00000542504	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
NPAT	ENSG00000149308	ENST00000278612	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NPAT	ENSG00000149308	ENST00000531384	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NPAT	ENSG00000149308	ENST00000610253	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NPHP3	ENSG00000113971	ENST00000471702	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NPRL3	ENSG00000103148	ENST00000399951	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NPRL3	ENSG00000103148	ENST00000399953	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NPRL3	ENSG00000103148	ENST00000399957	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NPRL3	ENSG00000103148	ENST00000405960	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NPRL3	ENSG00000103148	ENST00000422814	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NPRL3	ENSG00000103148	ENST00000428323	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NPRL3	ENSG00000103148	ENST00000445810	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NPRL3	ENSG00000103148	ENST00000457916	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NPRL3	ENSG00000103148	ENST00000464069	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
NPRL3	ENSG00000103148	ENST00000468260	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NPRL3	ENSG00000103148	ENST00000473674	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NPRL3	ENSG00000103148	ENST00000483663	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NPSR1-AS1	ENSG00000197085	ENST00000358772	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NPSR1-AS1	ENSG00000197085	ENST00000419766	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NPSR1-AS1	ENSG00000197085	ENST00000439852	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NPSR1-AS1	ENSG00000197085	ENST00000535640	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NPSR1-AS1	ENSG00000197085	ENST00000537560	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NPSR1-AS1	ENSG00000197085	ENST00000539747	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NPSR1-AS1	ENSG00000197085	ENST00000544556	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NR3C1	ENSG00000113580	ENST00000231509	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NR3C1	ENSG00000113580	ENST00000343796	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NR3C1	ENSG00000113580	ENST00000394464	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NR3C1	ENSG00000113580	ENST00000394466	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NR3C1	ENSG00000113580	ENST00000415690	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NR3C1	ENSG00000113580	ENST00000416954	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NR3C1	ENSG00000113580	ENST00000424646	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NR3C1	ENSG00000113580	ENST00000503201	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NR3C1	ENSG00000113580	ENST00000504336	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NR3C1	ENSG00000113580	ENST00000504572	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NR6A1	ENSG00000148200	ENST00000344523	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
NR6A1	ENSG00000148200	ENST00000373584	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
NR6A1	ENSG00000148200	ENST00000416460	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
NR6A1	ENSG00000148200	ENST00000487099	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
NRF1	ENSG00000106459	ENST00000223190	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NRF1	ENSG00000106459	ENST00000311967	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NRF1	ENSG00000106459	ENST00000353868	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NRF1	ENSG00000106459	ENST00000393230	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NRF1	ENSG00000106459	ENST00000393231	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
